cnpj,numero,periodo,data_emissao,vencimento,situacao,valor_total,valor_principal,valor_multa,valor_juros,pago_em,banco,agencia,valor_pago,tributo,tributo_valor_principal,tributo_valor_juros,tributo_valor_multa
98765432000110,GUIA-202107-02,07/2021,2021-07-10,2021-07-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202107-03,07/2021,2021-07-10,2021-07-20,Quitada,2600.00,2340.00,130.00,130.00,2021-07-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202107-04,07/2021,2021-07-10,2021-07-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202107-05,07/2021,2021-07-10,2021-07-20,Quitada,3200.00,2880.00,160.00,160.00,2021-07-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202108-01,08/2021,2021-08-10,2021-08-20,Quitada,2000.00,1800.00,100.00,100.00,2021-08-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202108-02,08/2021,2021-08-10,2021-08-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202108-03,08/2021,2021-08-10,2021-08-20,Quitada,2600.00,2340.00,130.00,130.00,2021-08-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202108-04,08/2021,2021-08-10,2021-08-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202108-05,08/2021,2021-08-10,2021-08-20,Quitada,3200.00,2880.00,160.00,160.00,2021-08-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202109-01,09/2021,2021-09-10,2021-09-20,Quitada,2000.00,1800.00,100.00,100.00,2021-09-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202109-02,09/2021,2021-09-10,2021-09-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202109-03,09/2021,2021-09-10,2021-09-20,Quitada,2600.00,2340.00,130.00,130.00,2021-09-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202109-04,09/2021,2021-09-10,2021-09-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202109-05,09/2021,2021-09-10,2021-09-20,Quitada,3200.00,2880.00,160.00,160.00,2021-09-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202110-01,10/2021,2021-10-10,2021-10-20,Quitada,2000.00,1800.00,100.00,100.00,2021-10-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202110-02,10/2021,2021-10-10,2021-10-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202110-03,10/2021,2021-10-10,2021-10-20,Quitada,2600.00,2340.00,130.00,130.00,2021-10-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202110-04,10/2021,2021-10-10,2021-10-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202110-05,10/2021,2021-10-10,2021-10-20,Quitada,3200.00,2880.00,160.00,160.00,2021-10-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202111-01,11/2021,2021-11-10,2021-11-20,Quitada,2000.00,1800.00,100.00,100.00,2021-11-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202111-02,11/2021,2021-11-10,2021-11-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202111-03,11/2021,2021-11-10,2021-11-20,Quitada,2600.00,2340.00,130.00,130.00,2021-11-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202111-04,11/2021,2021-11-10,2021-11-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202111-05,11/2021,2021-11-10,2021-11-20,Quitada,3200.00,2880.00,160.00,160.00,2021-11-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202112-01,12/2021,2021-12-10,2021-12-20,Quitada,2000.00,1800.00,100.00,100.00,2021-12-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202112-02,12/2021,2021-12-10,2021-12-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202112-03,12/2021,2021-12-10,2021-12-20,Quitada,2600.00,2340.00,130.00,130.00,2021-12-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202112-04,12/2021,2021-12-10,2021-12-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202112-05,12/2021,2021-12-10,2021-12-20,Quitada,3200.00,2880.00,160.00,160.00,2021-12-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202201-01,01/2022,2022-01-10,2022-01-20,Quitada,2000.00,1800.00,100.00,100.00,2022-01-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202201-02,01/2022,2022-01-10,2022-01-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202201-03,01/2022,2022-01-10,2022-01-20,Quitada,2600.00,2340.00,130.00,130.00,2022-01-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202201-04,01/2022,2022-01-10,2022-01-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202201-05,01/2022,2022-01-10,2022-01-20,Quitada,3200.00,2880.00,160.00,160.00,2022-01-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202202-01,02/2022,2022-02-10,2022-02-20,Quitada,2000.00,1800.00,100.00,100.00,2022-02-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202202-02,02/2022,2022-02-10,2022-02-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202202-03,02/2022,2022-02-10,2022-02-20,Quitada,2600.00,2340.00,130.00,130.00,2022-02-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202202-04,02/2022,2022-02-10,2022-02-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202202-05,02/2022,2022-02-10,2022-02-20,Quitada,3200.00,2880.00,160.00,160.00,2022-02-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202203-01,03/2022,2022-03-10,2022-03-20,Quitada,2000.00,1800.00,100.00,100.00,2022-03-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202203-02,03/2022,2022-03-10,2022-03-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202203-03,03/2022,2022-03-10,2022-03-20,Quitada,2600.00,2340.00,130.00,130.00,2022-03-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202203-04,03/2022,2022-03-10,2022-03-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202203-05,03/2022,2022-03-10,2022-03-20,Quitada,3200.00,2880.00,160.00,160.00,2022-03-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202204-01,04/2022,2022-04-10,2022-04-20,Quitada,2000.00,1800.00,100.00,100.00,2022-04-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202204-02,04/2022,2022-04-10,2022-04-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202204-03,04/2022,2022-04-10,2022-04-20,Quitada,2600.00,2340.00,130.00,130.00,2022-04-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202204-04,04/2022,2022-04-10,2022-04-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202204-05,04/2022,2022-04-10,2022-04-20,Quitada,3200.00,2880.00,160.00,160.00,2022-04-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202205-01,05/2022,2022-05-10,2022-05-20,Quitada,2000.00,1800.00,100.00,100.00,2022-05-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202205-02,05/2022,2022-05-10,2022-05-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202205-03,05/2022,2022-05-10,2022-05-20,Quitada,2600.00,2340.00,130.00,130.00,2022-05-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202205-04,05/2022,2022-05-10,2022-05-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202205-05,05/2022,2022-05-10,2022-05-20,Quitada,3200.00,2880.00,160.00,160.00,2022-05-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202206-01,06/2022,2022-06-10,2022-06-20,Quitada,2000.00,1800.00,100.00,100.00,2022-06-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202206-02,06/2022,2022-06-10,2022-06-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202206-03,06/2022,2022-06-10,2022-06-20,Quitada,2600.00,2340.00,130.00,130.00,2022-06-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202206-04,06/2022,2022-06-10,2022-06-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202206-05,06/2022,2022-06-10,2022-06-20,Quitada,3200.00,2880.00,160.00,160.00,2022-06-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202207-01,07/2022,2022-07-10,2022-07-20,Quitada,2000.00,1800.00,100.00,100.00,2022-07-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202207-02,07/2022,2022-07-10,2022-07-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202207-03,07/2022,2022-07-10,2022-07-20,Quitada,2600.00,2340.00,130.00,130.00,2022-07-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202207-04,07/2022,2022-07-10,2022-07-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202207-05,07/2022,2022-07-10,2022-07-20,Quitada,3200.00,2880.00,160.00,160.00,2022-07-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202208-01,08/2022,2022-08-10,2022-08-20,Quitada,2000.00,1800.00,100.00,100.00,2022-08-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202208-02,08/2022,2022-08-10,2022-08-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202208-03,08/2022,2022-08-10,2022-08-20,Quitada,2600.00,2340.00,130.00,130.00,2022-08-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202208-04,08/2022,2022-08-10,2022-08-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202208-05,08/2022,2022-08-10,2022-08-20,Quitada,3200.00,2880.00,160.00,160.00,2022-08-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202209-01,09/2022,2022-09-10,2022-09-20,Quitada,2000.00,1800.00,100.00,100.00,2022-09-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202209-02,09/2022,2022-09-10,2022-09-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202209-03,09/2022,2022-09-10,2022-09-20,Quitada,2600.00,2340.00,130.00,130.00,2022-09-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202209-04,09/2022,2022-09-10,2022-09-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202209-05,09/2022,2022-09-10,2022-09-20,Quitada,3200.00,2880.00,160.00,160.00,2022-09-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202210-01,10/2022,2022-10-10,2022-10-20,Quitada,2000.00,1800.00,100.00,100.00,2022-10-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202210-02,10/2022,2022-10-10,2022-10-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202210-03,10/2022,2022-10-10,2022-10-20,Quitada,2600.00,2340.00,130.00,130.00,2022-10-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202210-04,10/2022,2022-10-10,2022-10-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202210-05,10/2022,2022-10-10,2022-10-20,Quitada,3200.00,2880.00,160.00,160.00,2022-10-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202211-01,11/2022,2022-11-10,2022-11-20,Quitada,2000.00,1800.00,100.00,100.00,2022-11-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202211-02,11/2022,2022-11-10,2022-11-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202211-03,11/2022,2022-11-10,2022-11-20,Quitada,2600.00,2340.00,130.00,130.00,2022-11-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202211-04,11/2022,2022-11-10,2022-11-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202211-05,11/2022,2022-11-10,2022-11-20,Quitada,3200.00,2880.00,160.00,160.00,2022-11-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202212-01,12/2022,2022-12-10,2022-12-20,Quitada,2000.00,1800.00,100.00,100.00,2022-12-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202212-02,12/2022,2022-12-10,2022-12-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202212-03,12/2022,2022-12-10,2022-12-20,Quitada,2600.00,2340.00,130.00,130.00,2022-12-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202212-04,12/2022,2022-12-10,2022-12-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202212-05,12/2022,2022-12-10,2022-12-20,Quitada,3200.00,2880.00,160.00,160.00,2022-12-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202301-01,01/2023,2023-01-10,2023-01-20,Quitada,2000.00,1800.00,100.00,100.00,2023-01-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202301-02,01/2023,2023-01-10,2023-01-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202301-03,01/2023,2023-01-10,2023-01-20,Quitada,2600.00,2340.00,130.00,130.00,2023-01-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202301-04,01/2023,2023-01-10,2023-01-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202301-05,01/2023,2023-01-10,2023-01-20,Quitada,3200.00,2880.00,160.00,160.00,2023-01-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202302-01,02/2023,2023-02-10,2023-02-20,Quitada,2000.00,1800.00,100.00,100.00,2023-02-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202302-02,02/2023,2023-02-10,2023-02-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202302-03,02/2023,2023-02-10,2023-02-20,Quitada,2600.00,2340.00,130.00,130.00,2023-02-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202302-04,02/2023,2023-02-10,2023-02-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202302-05,02/2023,2023-02-10,2023-02-20,Quitada,3200.00,2880.00,160.00,160.00,2023-02-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202303-01,03/2023,2023-03-10,2023-03-20,Quitada,2000.00,1800.00,100.00,100.00,2023-03-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202303-02,03/2023,2023-03-10,2023-03-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202303-03,03/2023,2023-03-10,2023-03-20,Quitada,2600.00,2340.00,130.00,130.00,2023-03-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202303-04,03/2023,2023-03-10,2023-03-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202303-05,03/2023,2023-03-10,2023-03-20,Quitada,3200.00,2880.00,160.00,160.00,2023-03-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202304-01,04/2023,2023-04-10,2023-04-20,Quitada,2000.00,1800.00,100.00,100.00,2023-04-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202304-02,04/2023,2023-04-10,2023-04-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202304-03,04/2023,2023-04-10,2023-04-20,Quitada,2600.00,2340.00,130.00,130.00,2023-04-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202304-04,04/2023,2023-04-10,2023-04-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202304-05,04/2023,2023-04-10,2023-04-20,Quitada,3200.00,2880.00,160.00,160.00,2023-04-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202305-01,05/2023,2023-05-10,2023-05-20,Quitada,2000.00,1800.00,100.00,100.00,2023-05-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202305-02,05/2023,2023-05-10,2023-05-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202305-03,05/2023,2023-05-10,2023-05-20,Quitada,2600.00,2340.00,130.00,130.00,2023-05-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202305-04,05/2023,2023-05-10,2023-05-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202305-05,05/2023,2023-05-10,2023-05-20,Quitada,3200.00,2880.00,160.00,160.00,2023-05-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202306-01,06/2023,2023-06-10,2023-06-20,Quitada,2000.00,1800.00,100.00,100.00,2023-06-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202306-02,06/2023,2023-06-10,2023-06-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202306-03,06/2023,2023-06-10,2023-06-20,Quitada,2600.00,2340.00,130.00,130.00,2023-06-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202306-04,06/2023,2023-06-10,2023-06-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202306-05,06/2023,2023-06-10,2023-06-20,Quitada,3200.00,2880.00,160.00,160.00,2023-06-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202307-01,07/2023,2023-07-10,2023-07-20,Quitada,2000.00,1800.00,100.00,100.00,2023-07-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202307-02,07/2023,2023-07-10,2023-07-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202307-03,07/2023,2023-07-10,2023-07-20,Quitada,2600.00,2340.00,130.00,130.00,2023-07-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202307-04,07/2023,2023-07-10,2023-07-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202307-05,07/2023,2023-07-10,2023-07-20,Quitada,3200.00,2880.00,160.00,160.00,2023-07-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202308-01,08/2023,2023-08-10,2023-08-20,Quitada,2000.00,1800.00,100.00,100.00,2023-08-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202308-02,08/2023,2023-08-10,2023-08-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202308-03,08/2023,2023-08-10,2023-08-20,Quitada,2600.00,2340.00,130.00,130.00,2023-08-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202308-04,08/2023,2023-08-10,2023-08-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202308-05,08/2023,2023-08-10,2023-08-20,Quitada,3200.00,2880.00,160.00,160.00,2023-08-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202309-01,09/2023,2023-09-10,2023-09-20,Quitada,2000.00,1800.00,100.00,100.00,2023-09-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202309-02,09/2023,2023-09-10,2023-09-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202309-03,09/2023,2023-09-10,2023-09-20,Quitada,2600.00,2340.00,130.00,130.00,2023-09-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202309-04,09/2023,2023-09-10,2023-09-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202309-05,09/2023,2023-09-10,2023-09-20,Quitada,3200.00,2880.00,160.00,160.00,2023-09-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202310-01,10/2023,2023-10-10,2023-10-20,Quitada,2000.00,1800.00,100.00,100.00,2023-10-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202310-02,10/2023,2023-10-10,2023-10-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202310-03,10/2023,2023-10-10,2023-10-20,Quitada,2600.00,2340.00,130.00,130.00,2023-10-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202310-04,10/2023,2023-10-10,2023-10-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202310-05,10/2023,2023-10-10,2023-10-20,Quitada,3200.00,2880.00,160.00,160.00,2023-10-18,001,0001,3200,ISS,2880.00,160.00,160.00
12345678000190,GUIA-202311-01,11/2023,2023-11-10,2023-11-20,Quitada,2000.00,1800.00,100.00,100.00,2023-11-18,001,0001,2000,ISS,1800.00,100.00,100.00
98765432000110,GUIA-202311-02,11/2023,2023-11-10,2023-11-20,Em Aberto,2300.00,2070.00,115.00,115.00,,001,0001,0,ISS,2070.00,115.00,115.00
11223344000155,GUIA-202311-03,11/2023,2023-11-10,2023-11-20,Quitada,2600.00,2340.00,130.00,130.00,2023-11-18,001,0001,2600,ISS,2340.00,130.00,130.00
99887766000122,GUIA-202311-04,11/2023,2023-11-10,2023-11-20,Em Aberto,2900.00,2610.00,145.00,145.00,,001,0001,0,ISS,2610.00,145.00,145.00
55443322000188,GUIA-202311-05,11/2023,2023-11-10,2023-11-20,Quitada,3200.00,2880.00,160.00,160.00,2023-11-18,001,0001,3200,ISS,2880.00,160.00,160.00
